,IdJuego,categories
23138,883960,Single-player
23139,883970,Single-player;Online Co-op
23140,884050,Single-player
23141,884160,Single-player;Includes level editor
23142,884200,Single-player
23143,884210,Single-player;Steam Achievements
23144,884230,Single-player;Steam Achievements
23145,884250,Single-player;Steam Achievements
23146,884260,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
23147,884270,Single-player
23148,884290,Single-player
23149,884350,Single-player;Steam Workshop;Partial Controller Support;Includes level editor;Commentary available
23150,884370,Single-player;Steam Leaderboards
23151,884390,Single-player;Steam Achievements
23152,884400,Single-player;Captions available;Steam Cloud
23153,884410,Single-player;Steam Achievements;Captions available;Steam Cloud
23154,884420,Single-player;Steam Achievements;Captions available;Steam Cloud
23155,884430,Single-player;Steam Achievements;Captions available;Steam Cloud
23156,884440,Single-player;Steam Achievements
23157,884470,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support
23158,884500,Single-player;Steam Achievements
23159,884530,Single-player;Steam Achievements
23160,884550,Online Multi-Player
23161,884590,Single-player;Steam Achievements
23162,884640,Single-player
23163,884660,Multi-player;Online Multi-Player
23164,884770,Single-player;Steam Achievements;Steam Leaderboards
23165,884800,Single-player
23166,884830,Single-player
23167,884880,Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud
23168,884900,Single-player;Steam Achievements
23169,884930,Single-player
23170,884960,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
23171,884990,Single-player
23172,885000,Single-player;Steam Achievements;Steam Leaderboards
23173,885030,Single-player;Co-op;Shared/Split Screen;Partial Controller Support
23174,885090,Single-player;Steam Achievements
23175,885100,Single-player
23176,885110,Single-player;Steam Achievements
23177,885120,Single-player;Steam Achievements;Captions available;Steam Cloud
23178,885140,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
23179,885150,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support
23180,885170,Single-player
23181,885180,Single-player
23182,885190,Single-player
23183,885220,Single-player
23184,885240,Single-player;Steam Achievements;Steam Leaderboards
23185,885290,Single-player
23186,885310,Single-player;Local Multi-Player;Shared/Split Screen
23187,885320,Single-player;Steam Achievements
23188,885380,Single-player;Steam Achievements
23189,885390,Single-player;Steam Achievements
23190,885470,Single-player
23191,885570,Multi-player;Online Multi-Player
23192,885590,Single-player;Full controller support
23193,885600,Single-player
23194,885630,Single-player
23195,885640,Single-player;Steam Achievements
23196,885650,Single-player
23197,885690,Single-player;Steam Achievements
23198,885730,Single-player;Online Multi-Player
23199,885780,Single-player;Steam Achievements;Steam Cloud
23200,885790,Single-player;In-App Purchases
23201,885810,Single-player;Full controller support
23202,885950,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Leaderboards
23203,886010,Single-player;Steam Achievements;Full controller support
23204,886020,Single-player
23205,886040,Single-player
23206,886070,Single-player;Steam Achievements
23207,886180,Single-player;Steam Achievements;Captions available;Steam Cloud
23208,886200,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support
23209,886230,Single-player;Steam Achievements
23210,886250,Online Multi-Player
23211,886270,Single-player
23212,886290,Single-player
23213,886300,Single-player
23214,886310,Single-player;Partial Controller Support
23215,886330,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Workshop;Steam Cloud
23216,886350,Single-player
23217,886360,Single-player
23218,886370,Single-player;Online Multi-Player;Online Co-op
23219,886380,Single-player;Steam Achievements;Stats;Steam Leaderboards
23220,886390,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23221,886450,Single-player;Steam Achievements
23222,886460,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
23223,886470,Single-player
23224,886490,Single-player
23225,886520,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op
23226,886580,Single-player;Partial Controller Support
23227,886590,Single-player
23228,886600,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
23229,886610,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support
23230,886630,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Partial Controller Support
23231,886670,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
23232,886730,Single-player;Steam Achievements;Partial Controller Support
23233,886780,Single-player;Steam Achievements;Partial Controller Support
23234,886820,Single-player;Steam Achievements;Partial Controller Support
23235,886830,Single-player;Steam Achievements
23236,886900,Single-player;Steam Achievements
23237,886950,Single-player;Steam Achievements
23238,886960,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud
23239,886970,Single-player
23240,887060,Single-player;Steam Achievements;Full controller support
23241,887160,Single-player;Steam Achievements;Steam Cloud
23242,887170,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support
23243,887280,Single-player;Partial Controller Support
23244,887300,Single-player
23245,887340,Single-player;Steam Achievements;Full controller support
23246,887370,Single-player;Steam Achievements;Steam Cloud
23247,887400,Single-player;Steam Achievements;Full controller support
23248,887440,Single-player
23249,887510,Single-player;Partial Controller Support
23250,887520,Online Multi-Player
23251,887530,Single-player;Steam Cloud
23252,887550,Single-player
23253,887590,Single-player
23254,887630,Single-player;Steam Achievements
23255,887660,Single-player;Steam Achievements
23256,887710,Single-player
23257,887730,Single-player;Full controller support;Steam Cloud;Steam Leaderboards
23258,887740,Single-player;Multi-player;Online Multi-Player
23259,887750,Single-player;Steam Achievements;Steam Cloud
23260,887800,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud
23261,887820,Single-player;Steam Achievements
23262,887850,Single-player;Steam Achievements
23263,887870,Single-player;Full controller support
23264,887880,Single-player;Steam Achievements;Full controller support;Steam Cloud
23265,887890,Single-player
23266,887900,Single-player
23267,887930,Single-player
23268,887950,Single-player
23269,887960,Single-player
23270,887970,Single-player;Steam Achievements;Full controller support;Steam Cloud
23271,888010,Single-player;Steam Achievements;Captions available
23272,888030,Single-player;Steam Achievements;Steam Leaderboards
23273,888040,Single-player;Local Multi-Player;Steam Cloud
23274,888070,Single-player
23275,888090,Single-player;Steam Achievements
23276,888220,Single-player;Steam Cloud
23277,888250,Multi-player;Partial Controller Support
23278,888260,Single-player
23279,888310,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen
23280,888380,Single-player;Steam Leaderboards
23281,888400,Multi-player;Online Multi-Player
23282,888480,Single-player;Steam Achievements
23283,888540,Single-player
23284,888560,Single-player;Partial Controller Support
23285,888570,Single-player;Steam Cloud
23286,888610,Single-player
23287,888620,Single-player
23288,888630,Single-player;Steam Achievements;Full controller support;Steam Cloud
23289,888640,Single-player
23290,888670,Single-player;Steam Achievements;Full controller support
23291,888690,Single-player;Steam Achievements
23292,888710,Single-player;Steam Achievements;Steam Cloud
23293,888740,Single-player
23294,888750,Single-player
23295,888760,Single-player;Full controller support
23296,888790,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
23297,888800,Single-player;Steam Achievements;Full controller support
23298,888810,Single-player;Full controller support
23299,888900,Single-player;Steam Achievements;Partial Controller Support
23300,888970,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen
23301,888990,Single-player;Partial Controller Support
23302,889030,Single-player;Steam Achievements;Captions available
23303,889040,Single-player;Multi-player;Online Multi-Player;In-App Purchases;Partial Controller Support
23304,889080,Single-player;Steam Achievements;Steam Workshop
23305,889100,Steam Achievements;Partial Controller Support;Steam Cloud
23306,889150,Multi-player;Online Multi-Player
23307,889170,Single-player;Partial Controller Support
23308,889210,Single-player
23309,889220,Single-player
23310,889240,Single-player;Steam Cloud
23311,889260,Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support
23312,889290,Single-player
23313,889320,Single-player
23314,889400,Single-player;Multi-player;Online Multi-Player;Full controller support
23315,889450,Single-player;Full controller support
23316,889460,Single-player;Multi-player;Online Multi-Player
23317,889470,Single-player
23318,889480,Single-player;Steam Cloud
23319,889510,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
23320,889520,Single-player;Full controller support
23321,889530,Single-player;Steam Achievements;Steam Cloud;Includes level editor
23322,889600,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
23323,889720,Single-player;Steam Achievements
23324,889730,Single-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;In-App Purchases
23325,889740,Single-player;Partial Controller Support
23326,889760,Single-player
23327,889770,Single-player;Full controller support
23328,889790,Single-player;Steam Achievements;Full controller support;Steam Cloud
23329,889850,Single-player
23330,889970,Single-player
23331,889990,Single-player;Steam Achievements
23332,890070,Single-player
23333,890110,Online Multi-Player
23334,890130,Single-player;Local Multi-Player;Steam Achievements;Stats
23335,890180,Single-player;Multi-player;Online Multi-Player
23336,890210,Single-player;Steam Achievements
23337,890220,Single-player;Steam Achievements;Partial Controller Support
23338,890280,Single-player
23339,890300,Single-player
23340,890310,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support
23341,890340,Single-player;Steam Achievements
23342,890400,Online Multi-Player;MMO;Online Co-op;In-App Purchases
23343,890470,Single-player;Full controller support
23344,890500,Single-player;Steam Achievements
23345,890570,Single-player
23346,890590,Single-player;Steam Achievements
23347,890630,Single-player;Steam Achievements;Full controller support;Steam Cloud
23348,890640,Single-player;Steam Achievements
23349,890680,Single-player
23350,890710,Single-player;Steam Achievements;Steam Workshop;Steam Leaderboards
23351,890740,Single-player;Steam Achievements;Includes level editor
23352,890750,Single-player;Steam Achievements
23353,890780,Single-player
23354,890800,Single-player
23355,890820,Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases
23356,890880,Single-player;Steam Achievements
23357,890900,Single-player;Partial Controller Support
23358,890910,Single-player
23359,890920,Single-player
23360,890930,Multi-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support
23361,890940,Single-player;Partial Controller Support
23362,890970,Single-player;Steam Achievements;Partial Controller Support
23363,891050,Single-player
23364,891090,Single-player;Multi-player;Online Multi-Player
23365,891100,Single-player;Steam Achievements
23366,891110,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op
23367,891120,Single-player
23368,891130,Single-player;Steam Achievements;Full controller support;Steam Leaderboards
23369,891150,Single-player
23370,891180,Single-player;Full controller support
23371,891190,Local Multi-Player;Shared/Split Screen;Full controller support
23372,891200,Single-player
23373,891220,Single-player;Multi-player;Online Multi-Player;Local Multi-Player
23374,891270,Single-player
23375,891310,Steam Achievements;Stats;Steam Leaderboards
23376,891320,Single-player
23377,891330,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support
23378,891340,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Partial Controller Support
23379,891350,Single-player
23380,891380,Single-player;Steam Achievements
23381,891470,Single-player;Shared/Split Screen
23382,891510,Single-player;Steam Trading Cards
23383,891570,Single-player;Steam Achievements
23384,891580,Single-player;Steam Achievements
23385,891590,Single-player;Steam Achievements
23386,891600,Single-player;Steam Achievements
23387,891610,Single-player;Steam Achievements
23388,891620,Single-player;Steam Achievements
23389,891640,Single-player;Steam Achievements
23390,891650,Single-player;Steam Achievements
23391,891670,Single-player;Steam Achievements
23392,891700,Single-player
23393,891710,Single-player
23394,891720,Single-player
23395,891790,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards
23396,891850,Single-player;Steam Achievements
23397,891860,Single-player;In-App Purchases
23398,891870,Single-player;Steam Achievements
23399,891890,Single-player;Steam Achievements;Full controller support
23400,891920,Single-player;Steam Achievements
23401,891950,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases
23402,891960,Single-player;Captions available
23403,892020,Single-player;Steam Achievements;Partial Controller Support
23404,892130,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements
23405,892170,Single-player;Includes level editor
23406,892180,Single-player
23407,892210,Single-player;Steam Achievements;Steam Trading Cards
23408,892380,Single-player
23409,892420,Single-player
23410,892440,Single-player;Online Multi-Player;Cross-Platform Multiplayer
23411,892470,Single-player
23412,892490,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Cloud
23413,892510,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Leaderboards
23414,892550,Single-player;Steam Achievements;Steam Leaderboards
23415,892560,Single-player
23416,892630,Single-player;Steam Achievements;Full controller support;Steam Cloud
23417,892640,Single-player;Steam Achievements;Steam Leaderboards
23418,892650,Single-player;Steam Achievements
23419,892690,Single-player
23420,892760,Single-player;Steam Cloud
23421,892780,Single-player
23422,892830,Single-player;Steam Achievements;Full controller support;Steam Cloud
23423,892880,Single-player;Steam Achievements
23424,892900,Steam Workshop;Includes Source SDK
23425,892910,Single-player;Full controller support
23426,892930,Single-player;Steam Achievements;Full controller support;Steam Cloud
23427,892960,Single-player;Online Multi-Player;In-App Purchases
23428,893010,Single-player;Steam Cloud
23429,893020,Single-player
23430,893030,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
23431,893040,Single-player;Steam Achievements
23432,893050,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases
23433,893060,Single-player;Steam Achievements
23434,893070,Single-player;Partial Controller Support
23435,893090,Single-player
23436,893140,Single-player;Steam Achievements
23437,893150,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support
23438,893170,Single-player
23439,893180,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
23440,893330,Single-player;Partial Controller Support
23441,893350,Single-player;Steam Achievements;Full controller support
23442,893390,MMO
23443,893450,Single-player;Partial Controller Support
23444,893460,Single-player
23445,893470,Single-player;Steam Achievements
23446,893480,Single-player
23447,893490,Single-player
23448,893510,Single-player;Steam Achievements;Steam Leaderboards
23449,893520,Online Multi-Player;In-App Purchases
23450,893560,Single-player
23451,893570,Single-player;In-App Purchases
23452,893590,Single-player;Shared/Split Screen
23453,893610,Single-player;Steam Achievements;Partial Controller Support
23454,893620,Single-player;Full controller support
23455,893640,Single-player
23456,893650,Single-player;Steam Achievements
23457,893680,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
23458,893690,Single-player;Co-op;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud
23459,893710,Single-player;Partial Controller Support
23460,893730,Single-player;Steam Achievements
23461,893740,Single-player;Steam Achievements
23462,893790,Single-player;Steam Achievements;Full controller support
23463,893870,Single-player;Multi-player;Co-op;Partial Controller Support
23464,893940,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support
23465,893960,Single-player
23466,894000,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards
23467,894010,Single-player;Online Multi-Player;Steam Achievements
23468,894050,Single-player;Steam Achievements;Partial Controller Support
23469,894070,Single-player;Steam Achievements
23470,894110,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats
23471,894120,Single-player
23472,894160,Single-player;Full controller support
23473,894270,Single-player;Steam Achievements;Stats
23474,894310,Single-player;Steam Achievements
23475,894330,Single-player
23476,894340,Single-player;Steam Cloud;Stats;Steam Leaderboards;Includes level editor
23477,894380,Single-player
23478,894390,Single-player;Steam Achievements;Captions available;Steam Workshop;Stats
23479,894420,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
23480,894450,Single-player
23481,894460,Single-player;Steam Achievements
23482,894540,Single-player
23483,894570,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23484,894630,Single-player;Steam Achievements
23485,894730,Single-player
23486,894740,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
23487,894750,Single-player;Steam Achievements;Partial Controller Support
23488,894790,Single-player
23489,894820,Single-player
23490,894830,Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Steam Cloud
23491,894890,Single-player
23492,894900,Single-player;Steam Achievements
23493,894920,Single-player
23494,894930,Single-player;Partial Controller Support
23495,895060,Single-player
23496,895080,Multi-player;Online Multi-Player;MMO
23497,895120,Single-player;Steam Achievements
23498,895140,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Cloud
23499,895150,Multi-player;Online Multi-Player;In-App Purchases
23500,895170,Single-player;Includes level editor
23501,895180,Single-player;Partial Controller Support;Steam Cloud
23502,895210,Single-player
23503,895220,Single-player;Steam Achievements
23504,895330,Single-player;Steam Achievements
23505,895360,Single-player
23506,895370,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support
23507,895380,Single-player
23508,895420,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
23509,895430,Single-player;Steam Achievements
23510,895470,Single-player
23511,895550,Single-player
23512,895570,Single-player;Steam Achievements
23513,895580,Single-player;Steam Achievements
23514,895600,Single-player;Steam Achievements;Full controller support;Steam Cloud
23515,895610,Single-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support
23516,895650,Single-player;Steam Leaderboards
23517,895670,Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support
23518,895710,Single-player
23519,895750,Single-player;Full controller support
23520,895820,Single-player;Steam Cloud
23521,895850,Single-player;Steam Achievements;Steam Cloud
23522,895860,Single-player;Steam Achievements;Steam Cloud
23523,895890,Single-player;Steam Leaderboards
23524,895920,Single-player;Steam Achievements
23525,895930,Single-player;Steam Achievements
23526,895940,Single-player
23527,895960,Single-player;Steam Achievements;Full controller support
23528,895980,Single-player
23529,895990,Single-player
23530,896030,Single-player;Steam Cloud
23531,896040,Single-player;Steam Achievements;Full controller support
23532,896070,Single-player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support
23533,896110,Single-player
23534,896160,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
23535,896170,Single-player;Steam Cloud
23536,896180,Single-player
23537,896220,Single-player;Partial Controller Support
23538,896240,Single-player;Full controller support
23539,896340,Single-player;Steam Achievements;Full controller support;Steam Cloud
23540,896350,Single-player;Includes level editor
23541,896370,Single-player;Partial Controller Support
23542,896380,Single-player;Steam Achievements;Partial Controller Support
23543,896400,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
23544,896420,Single-player;Shared/Split Screen
23545,896460,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
23546,896500,Single-player;Steam Achievements
23547,896510,Multi-player;Online Multi-Player;MMO
23548,896550,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
23549,896570,Single-player;Steam Achievements
23550,896590,MMO;Steam Achievements;In-App Purchases
23551,896650,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op
23552,896700,Single-player
23553,896730,Single-player;Steam Achievements
23554,896850,Single-player;Multi-player;Online Multi-Player
23555,896860,Single-player;Steam Achievements
23556,896880,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats
23557,896890,Single-player;Steam Achievements
23558,896960,Single-player;Steam Achievements;Full controller support
23559,896970,Single-player
23560,896990,Single-player
23561,897000,Single-player
23562,897010,Single-player
23563,897020,Single-player
23564,897030,Single-player;Steam Achievements;Full controller support;Captions available
23565,897040,Single-player
23566,897100,Single-player;Steam Achievements
23567,897210,Single-player
23568,897270,Single-player
23569,897290,Online Multi-Player;MMO;In-App Purchases
23570,897300,Single-player
23571,897330,Single-player;Steam Achievements;Steam Cloud
23572,897360,Single-player
23573,897390,Single-player
23574,897400,Single-player;Steam Achievements
23575,897420,Single-player;Steam Achievements;Full controller support
23576,897440,Single-player;Steam Cloud
23577,897530,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards
23578,897550,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements
23579,897630,Single-player;Full controller support
23580,897690,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
23581,897700,Single-player;Steam Leaderboards
23582,897760,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Commentary available
23583,897770,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support
23584,897800,Single-player;Steam Achievements;Steam Cloud
23585,897820,Single-player;Steam Achievements;Full controller support
23586,897830,Single-player
23587,897880,Single-player
23588,897910,Single-player;Steam Achievements;Steam Cloud
23589,897940,Single-player;Local Multi-Player;Local Co-op;Full controller support
23590,897950,Single-player
23591,898000,Single-player;Steam Achievements
23592,898040,Single-player;Partial Controller Support
23593,898080,Single-player
23594,898090,Single-player
23595,898120,Single-player
23596,898160,Single-player
23597,898170,Single-player;Steam Achievements;Full controller support
23598,898180,Single-player
23599,898240,Single-player;Full controller support
23600,898250,Single-player
23601,898260,Single-player;Steam Achievements;Stats;Steam Leaderboards
23602,898290,Single-player;Steam Achievements;Full controller support
23603,898320,Single-player
23604,898340,Single-player
23605,898380,Single-player;Steam Achievements
23606,898440,Single-player
23607,898450,Single-player;Steam Achievements;Full controller support
23608,898460,Single-player
23609,898530,Single-player
23610,898540,Single-player;Steam Achievements
23611,898580,Single-player;Multi-player;Online Multi-Player;Local Multi-Player
23612,898590,Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases
23613,898650,Single-player;Steam Achievements;Full controller support;Steam Cloud
23614,898680,Single-player
23615,898690,Single-player
23616,898740,Single-player;Steam Achievements
23617,898760,Single-player;Steam Achievements
23618,898780,Single-player
23619,898830,Single-player
23620,898930,Multi-player;Online Multi-Player;Partial Controller Support
23621,898940,Single-player
23622,898980,Single-player
23623,899000,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
23624,899020,Single-player
23625,899090,Single-player;Local Multi-Player;Steam Achievements;Steam Cloud
23626,899100,Single-player
23627,899180,Single-player
23628,899190,Single-player;Steam Achievements;Steam Cloud
23629,899200,Single-player;Steam Achievements;Full controller support
23630,899220,Single-player;Steam Achievements
23631,899240,Single-player
23632,899270,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
23633,899290,Single-player
23634,899340,Single-player
23635,899370,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards
23636,899390,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud
23637,899440,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
23638,899480,Single-player
23639,899530,Single-player;Partial Controller Support
23640,899540,Single-player;Steam Achievements;Steam Cloud
23641,899570,Single-player
23642,899590,Single-player;Steam Achievements;Full controller support;Steam Cloud
23643,899610,Single-player;Steam Achievements;Full controller support
23644,899620,Single-player;Steam Achievements;Full controller support
23645,899760,Single-player;Steam Achievements;Steam Cloud
23646,899930,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer
23647,899940,Single-player
23648,899960,Single-player;Full controller support
23649,899970,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
23650,899990,Single-player
23651,900010,Single-player;Steam Achievements;Includes level editor
23652,900020,Single-player
23653,900050,Single-player;Steam Achievements
23654,900270,Single-player;Steam Achievements;Full controller support;Steam Cloud
23655,900340,Single-player
23656,900370,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications
23657,900380,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications
23658,900390,Single-player;Steam Achievements;Steam Cloud;Stats
23659,900790,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud
23660,901000,Single-player;Full controller support;Steam Cloud
23661,901020,Online Multi-Player;Online Co-op
23662,903040,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications
23663,903070,Single-player
23664,903150,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
23665,903160,Shared/Split Screen;Steam Achievements
23666,903180,Single-player
23667,903200,Single-player
23668,903580,Single-player
23669,903620,Single-player;Steam Cloud;Stats
23670,903640,Single-player
23671,903670,Single-player
23672,903680,Single-player;Steam Achievements;Steam Cloud
23673,903710,Single-player;Online Multi-Player
23674,903730,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support
23675,903740,Single-player
23676,903760,Single-player
23677,903780,Single-player;Steam Achievements;Steam Cloud
23678,903790,Single-player;Online Multi-Player
23679,903830,Single-player
23680,903850,Single-player;Steam Achievements;Partial Controller Support
23681,904050,Single-player;Partial Controller Support
23682,904130,Single-player;Steam Achievements;Steam Leaderboards
23683,904160,Single-player;Steam Achievements
23684,904300,Steam Achievements;Steam Workshop
23685,904310,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats
23686,904320,Single-player;Partial Controller Support
23687,904340,Single-player
23688,904430,Single-player;Steam Leaderboards
23689,904440,Single-player;Steam Achievements
23690,904500,Single-player
23691,904530,Single-player;Steam Achievements
23692,904540,Single-player;Partial Controller Support;Steam Cloud
23693,904550,Single-player;Steam Achievements
23694,904560,Single-player;Multi-player;Local Multi-Player
23695,904570,Single-player;Steam Achievements
23696,904600,Single-player;Steam Achievements
23697,904680,Single-player;Partial Controller Support
23698,904740,Single-player
23699,904770,Single-player;Steam Achievements;Steam Cloud
23700,904780,Single-player;Full controller support;Steam Cloud
23701,904800,Single-player
23702,904810,Single-player;Partial Controller Support
23703,904820,Single-player
23704,904860,Single-player
23705,904890,Single-player;Steam Achievements
23706,904930,Single-player;Steam Achievements;Partial Controller Support
23707,904940,Single-player;Steam Achievements;Full controller support;Steam Cloud
23708,904950,Single-player;Partial Controller Support
23709,904960,Single-player
23710,904990,Single-player;Steam Achievements
23711,905010,Single-player;Steam Achievements
23712,905020,Single-player
23713,905060,Single-player
23714,905090,Single-player;Steam Achievements
23715,905120,Single-player;Full controller support
23716,905130,Single-player;Steam Achievements;Full controller support;Steam Cloud
23717,905150,Single-player;Steam Achievements;Steam Leaderboards
23718,905180,Single-player
23719,905200,Single-player
23720,905220,Single-player;Partial Controller Support
23721,905230,Single-player;Steam Achievements;In-App Purchases;Stats;Steam Leaderboards
23722,905260,Single-player
23723,905300,Single-player;Steam Achievements;Steam Leaderboards
23724,905330,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards
23725,905350,Single-player;Steam Achievements
23726,905370,Online Multi-Player;MMO;Online Co-op;In-App Purchases
23727,905380,Single-player;Steam Achievements;Steam Cloud
23728,905450,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support
23729,905460,Single-player
23730,905510,Single-player;Steam Achievements;Steam Cloud
23731,905590,Single-player;Steam Achievements;Partial Controller Support
23732,905640,Single-player;Multi-player;Online Multi-Player;In-App Purchases
23733,905650,Multi-player;Online Multi-Player
23734,905660,Single-player;Steam Achievements;Steam Cloud
23735,905670,Single-player
23736,905690,Single-player;Steam Achievements;Steam Cloud
23737,905790,Single-player
23738,905800,Single-player;Partial Controller Support
23739,905860,Single-player;Steam Achievements
23740,905870,Single-player;Steam Achievements;Steam Cloud
23741,905880,Single-player;Steam Achievements
23742,905890,Single-player
23743,905940,Single-player;Steam Achievements;In-App Purchases
