,IdJuego,steamspy_tags
2629,279540,Indie;Casual;Platformer
2630,279560,Adventure;Point & Click;Puzzle
2631,279580,Action;Indie;Casual
2632,279640,Indie;Strategy
2633,279720,RPG;Dragons;Singleplayer
2634,279740,Utilities;Video Production;Photo Editing
2635,279800,Hidden Object;Adventure;Casual
2636,279900,Adventure;Indie;Cyberpunk
2637,279920,Action;Indie;Werewolves
2638,279940,Adventure;Point & Click;Comedy
2639,279990,Casual;Simulation;Indie
2640,280010,Early Access;Action;Indie
2641,280040,Rogue-like;Indie;RPG
2642,280140,RPG;Indie;RPGMaker
2643,280160,Stealth;Ninja;Assassin
2644,280180,Parkour;Open World;Action
2645,280200,Action;Indie;Space
2646,280220,Strategy;Tower Defense;Indie
2647,280320,RPG;Indie;Casual
2648,280380,Action;Strategy;World War II
2649,280460,Indie;Action;Shooter
2650,280500,Action;Indie;Racing
2651,280520,Sandbox;2D;Crafting
2652,280540,Turn-Based;Indie;Simulation
2653,280560,Bullet Hell;Shoot 'Em Up;Indie
2654,280600,Vampire;RPG;Action
2655,280640,Indie;Action;RPG
2656,280680,Design & Illustration;Photo Editing;Animation & Modeling
2657,280720,Early Access;Strategy;Simulation
2658,280790,Free to Play;Survival;Multiplayer
2659,280830,Sports;Indie;Casual
2660,280890,Indie;Horror;Action
2661,280930,Strategy;Action;Indie
2662,281060,Adventure;Indie;Point & Click
2663,281200,Adventure;Puzzle-Platformer;Puzzle
2664,281220,Action;Hack and Slash;Female Protagonist
2665,281240,Adventure;Hidden Object;Point & Click
2666,281260,On-Rails Shooter;Action;FPS
2667,281280,Racing;Local Multiplayer;Action
2668,281350,Strategy;Turn-Based Strategy;Cold War
2669,281370,Horror;Indie;Point & Click
2670,281390,Strategy;Space;RTS
2671,281410,Action;FPS;World War II
2672,281430,RPG;Old School;Isometric
2673,281450,Strategy;Turn-Based;Fantasy
2674,281560,Adventure;Puzzle
2675,281580,Simulation;Flight
2676,281610,Strategy;RTS;Sci-fi
2677,281640,RPG;Strategy;Story Rich
2678,281750,Indie;Puzzle;Platformer
2679,281820,Action;Indie;Casual
2680,281840,Indie;Walking Simulator;Female Protagonist
2681,281860,Shoot 'Em Up;Indie;Action
2682,281920,Action;Indie;Zombies
2683,281940,Action;Female Protagonist;Indie
2684,281990,Space;Strategy;Grand Strategy
2685,282010,Racing;Action;Classic
2686,282030,Racing;Action;Indie
2687,282050,Racing;Sports;Motocross
2688,282070,Survival;War;Atmospheric
2689,282100,RPG;Indie;Action
2690,282140,Horror;Atmospheric;Story Rich
2691,282210,Strategy;Space;Turn-Based Strategy
2692,282400,Strategy;Simulation;Politics
2693,282440,FPS;Multiplayer;Arena Shooter
2694,282530,Action;Adventure;Metroidvania
2695,282560,Simulation;Building;Management
2696,282590,Strategy;4X;Space
2697,282620,Simulation;Action;Indie
2698,282640,Indie;Action;Space
2699,282660,Utilities;Free to Play
2700,282680,Strategy;Indie;Turn-Based
2701,282760,Music;Indie;Puzzle
2702,282780,Action;Adventure;Indie
2703,282800,Anime;Board Game;Cute
2704,282860,Action;Simulation;RPG
2705,282880,Early Access;Casual;Indie
2706,282900,Anime;JRPG;Female Protagonist
2707,283000,Strategy;Indie;World War II
2708,283020,Strategy;Indie;World War II
2709,283040,Indie;RPG;Adventure
2710,283060,Free to Play;Anime;RPG
2711,283080,Action;Adventure;Indie
2712,283100,Early Access;Massively Multiplayer;Action
2713,283160,Action;Indie;Simulation
2714,283180,Adventure;Indie;Point & Click
2715,283230,Indie;Casual;Adventure
2716,283270,Strategy;RPG;Action
2717,283290,Horror;Action;Vampire
2718,283310,RPG;Fantasy;Retro
2719,283330,Action;Tanks
2720,283350,Action;Flight;Simulation
2721,283370,Action;FPS;Sniper
2722,283390,Action;Shooter;Sci-fi
2723,283410,Action;Shooter;Third-Person Shooter
2724,283430,Adventure;Action;Retro
2725,283450,Casual;Board Game
2726,283470,Casual;Hidden Object;Puzzle
2727,283490,Sports
2728,283560,Simulation;Driving;Realistic
2729,283580,Simulation;Masterpiece;Driving
2730,283600,Simulation;Trains
2731,283620,Simulation;Trains;Realistic
2732,283640,Souls-like;Metroidvania;Difficult
2733,283660,Indie;Casual;Action
2734,283680,Anime;Mechs;Shoot 'Em Up
2735,283820,Action;Indie;Shoot 'Em Up
2736,283840,Action;Indie;Shoot 'Em Up
2737,283880,Adventure;RPG;Point & Click
2738,283920,Adventure;Point & Click;Family Friendly
2739,283940,Point & Click;Adventure;Family Friendly
2740,283960,Point & Click;Adventure;Casual
2741,283980,Adventure;Point & Click;Casual
2742,284000,Adventure;Casual;Family Friendly
2743,284020,Casual;Adventure;Family Friendly
2744,284050,Adventure;Point & Click;Horror
2745,284100,Simulation;Strategy;Indie
2746,284140,Adventure;RPG;Action
2747,284160,Early Access;Simulation;Driving
2748,284180,Indie;Action;Adventure
2749,284200,Indie;Casual;Puzzle
2750,284220,Action;Indie;Bullet Hell
2751,284240,Adventure;Indie;Story Rich
2752,284260,Indie;Atmospheric;Experimental
2753,284390,Pixel Graphics;Point & Click;Horror
2754,284410,Action;Adventure;Indie
2755,284460,Platformer;Action;FPS
2756,284710,Hidden Object;Adventure;Casual
2757,284730,Hidden Object;Adventure;Casual
2758,284750,Hidden Object;Adventure;Point & Click
2759,284770,Hidden Object;Adventure;Casual
2760,284790,Hidden Object;Adventure;Casual
2761,284810,Hidden Object;Adventure;Casual
2762,284830,Hidden Object;Adventure;Casual
2763,284850,Hidden Object;Point & Click;Casual
2764,284870,Hidden Object;Adventure;Casual
2765,284890,Hidden Object;Adventure;Casual
2766,284910,Early Access;RPG;Action
2767,284930,Racing;Action;Indie
2768,284950,Puzzle;Casual;Indie
2769,284970,Action;Indie;Shoot 'Em Up
2770,284990,Action;Stealth;Indie
2771,285010,Casual;Indie;Puzzle
2772,285090,Indie;Strategy;Action
2773,285110,Early Access;Management;Simulation
2774,285130,Strategy;Simulation;Casual
2775,285190,Warhammer 40K;Strategy;RTS
2776,285310,Simulation;Management;Classic
2777,285330,Simulation;Management;Classic
2778,285350,Strategy;Indie
2779,285380,Early Access;Simulation;Driving
2780,285420,RPG;RPGMaker;Casual
2781,285440,Bullet Hell;Shoot 'Em Up;Indie
2782,285480,Strategy;World War I;RTS
2783,285500,Post-apocalyptic;Atmospheric;Open World
2784,285520,Racing;Action
2785,285670,Action;Simulation;Space
2786,285740,Simulation;Dating Sim;Casual
2787,285800,Strategy;RPG;Indie
2788,285820,Racing;Action;Indie
2789,285840,Action;Indie;Shoot 'Em Up
2790,285900,Funny;Multiplayer;Fighting
2791,285920,Building;Open World;Sandbox
2792,285980,Indie;Action;Shoot 'Em Up
2793,286000,Strategy;RTS;Indie
2794,286040,Action;Zombies;FPS
2795,286100,Free to Play;Retro;Platformer
2796,286120,RPG;Casual;Indie
2797,286140,Exploration;Open World;Survival
2798,286160,Board Game;Simulation;Multiplayer
2799,286200,Casual;Strategy;Indie
2800,286220,RPG;JRPG;Turn-Based
2801,286240,Racing;Sports;Dog
2802,286260,Visual Novel;Anime;Female Protagonist
2803,286280,Simulation;Strategy;Tanks
2804,286300,Indie;Puzzle;Programming
2805,286320,Adventure;Indie;Point & Click
2806,286340,Survival;Open World;Underwater
2807,286360,Adventure;Indie;Point & Click
2808,286380,Casual;Strategy;Indie
2809,286440,Indie;Strategy;Action
2810,286460,Adventure;Point & Click;Horror
2811,286480,Adventure;Point & Click;Horror
2812,286520,Casual;Strategy;Action
2813,286540,Adventure;Hidden Object;Puzzle
2814,286570,Racing;Sports;Simulation
2815,286660,Action;Indie;Arcade
2816,286690,Post-apocalyptic;Atmospheric;FPS
2817,286730,Simulation;Action
2818,286750,Strategy;Casual;Simulation
2819,286770,Action;FPS;First-Person
2820,286790,Simulation;Flight
2821,286810,Post-apocalyptic;Action;Racing
2822,286830,Action;Racing;Adventure
2823,286880,Action;Adventure;Family Friendly
2824,286930,Action;Indie;RPG
2825,286940,Free to Play;Action;Shooter
2826,287020,Horror;Adventure;FMV
2827,287070,Strategy;World War II;Turn-Based Strategy
2828,287100,Action;Indie;Platformer
2829,287120,Casual;Action;Arcade
2830,287200,Simulation;Strategy;Casual
2831,287220,Simulation;Sandbox;Building
2832,287260,Racing;Multiplayer;Local Multiplayer
2833,287290,Zombies;Horror;Survival Horror
2834,287390,Post-apocalyptic;Atmospheric;FPS
2835,287450,Strategy;RTS;Classic
2836,287580,Strategy;4X;Turn-Based Strategy
2837,287600,Walking Simulator;Indie;Casual
2838,287630,Choices Matter;Adventure;RPG
2839,287700,Stealth;Open World;Story Rich
2840,287720,Adventure;Casual;Point & Click
2841,287740,Adventure;Indie;Casual
2842,287780,Indie;Underwater;Platformer
2843,287840,Adventure;Action;Indie
2844,287860,Action;Indie;Pixel Graphics
2845,287900,Simulation;Pinball;Arcade
2846,287920,Free to Play;Open World;Massively Multiplayer
2847,287960,Strategy;Indie;Card Game
2848,287980,Strategy;Simulation;Indie
2849,288000,Early Access;Indie;Action
2850,288020,Action;Indie;Adventure
2851,288040,Indie;Adventure;RPGMaker
2852,288060,Adventure;Indie;Horror
2853,288100,Action;Sci-fi;Mechs
2854,288120,Rogue-like;RPG;Indie
2855,288140,Golf;Simulation;Sports
2856,288160,Puzzle;Mystery;Point & Click
2857,288220,Visual Novel;Otome;Anime
2858,288260,Strategy;Indie;Action
2859,288270,Software Training;Utilities;Video Production
2860,288370,Action;Space;Mechs
2861,288470,RPG;Classic;Adventure
2862,288500,Adventure;Indie;Point & Click
2863,288610,Time Management;Resource Management;Strategy
2864,288630,Adventure;Casual;Point & Click
2865,288650,Racing;Simulation
2866,288670,Adventure;Casual;Hidden Object
2867,288690,Casual;Puzzle
2868,288710,Simulation;Casual;Destruction
2869,288750,Adventure;Indie;Point & Click
2870,288790,Adventure;Hidden Object;Point & Click
2871,288830,Adventure;Hidden Object;Point & Click
2872,288840,Adventure;Hidden Object;Casual
2873,288860,RPG;Adventure;Indie
2874,288880,Horror;Adventure;Indie
2875,288930,Adventure;Horror;Indie
2876,288970,Adventure;Hidden Object;Point & Click
2877,289050,Casual;Female Protagonist;Tower Defense
2878,289070,Strategy;Turn-Based Strategy;Historical
2879,289090,Simulation;Indie;Casual
2880,289130,Strategy;Turn-Based;4X
2881,289180,RPG;Simulation;Action
2882,289200,RPG;Strategy;Turn-Based
2883,289220,RPG;Action;Action RPG
2884,289240,Strategy;RTS;Sci-fi
2885,289260,Adventure;Point & Click;Puzzle
2886,289280,Action;Third Person;Bullet Time
2887,289300,Strategy;World War II;Action
2888,289320,Adventure;Casual;Point & Click
2889,289340,Strategy;Simulation;Management
2890,289360,RPG;Isometric;Fantasy
2891,289380,RPG
2892,289400,Action;Simulation;Space
2893,289420,RPG;Isometric;Atmospheric
2894,289440,Strategy;RTS;Sci-fi
2895,289460,Racing;Casual;Multiplayer
2896,289480,Simulation;Action;Adventure
2897,289500,Strategy;Tactical;Sci-fi
2898,289520,RPG;Strategy;Turn-Based Strategy
2899,289580,Strategy;RTS;World War I
2900,289600,Strategy;RPG;Tactical
2901,289620,Action;Adventure;Hack and Slash
2902,289650,Open World;Parkour;Assassin
2903,289690,Adventure;Co-op;Action
2904,289760,Indie;Action;Casual
2905,289800,Adventure;Casual;Point & Click
2906,289820,Adventure;Casual;Horror
2907,289840,Adventure;Casual;Point & Click
2908,289890,Strategy;RPG;Simulation
2909,289930,Simulation;Strategy;Management
2910,289950,Simulation;Building;Multiplayer
2911,290000,Indie;Action;Casual
2912,290020,Simulation;Indie;Robots
2913,290040,Indie;Action;Adventure
2914,290060,Indie;Programming;Adventure
2915,290080,Open World;Medieval;Survival
2916,290260,Indie;Puzzle;Sokoban
2917,290280,Indie;Action;Puzzle
2918,290300,Space;Sci-fi;Open World
2919,290320,Indie;Adventure;Action
2920,290340,Board Game;Turn-Based Strategy;Strategy
2921,290380,Indie;Casual;Puzzle
2922,290440,Action;Indie;Shoot 'Em Up
2923,290460,RPG;Casual;RPGMaker
2924,290470,Free to Play;RPG;Action
2925,290490,Indie;Action;Horror
2926,290510,Casual;Adventure;Indie
2927,290530,Stealth;Co-op;Hacking
2928,290650,Indie;Action;Casual
2929,290730,Strategy;Free to Play;RTS
2930,290770,Adventure;Sci-fi;Indie
2931,290790,Strategy;RTS;Sci-fi
2932,290810,Early Access;Fighting;Multiplayer
2933,290870,Strategy;Indie;World War I
2934,290890,Casual;Indie;Action
2935,290970,Strategy;Simulation;Indie
2936,290990,Visual Novel;Simulation;Indie
2937,291030,Visual Novel;Anime;Dating Sim
2938,291050,Visual Novel;RPG;Indie
2939,291070,Indie;Action;Platformer
2940,291130,Anime;Platformer;Action
2941,291170,Strategy;Indie;Casual
2942,291190,RPG;Indie;Turn-Based
2943,291250,Indie;Simulation;Action
2944,291270,Indie;Action;Casual
2945,291290,Indie;Adventure;Horror
2946,291330,Indie;Action;Casual
2947,291390,Indie;Action;Zombies
2948,291410,Free to Play;Card Game;Strategy
2949,291430,Indie;Action;Casual
2950,291450,Strategy;Indie;Simulation
2951,291480,Free to Play;FPS;Multiplayer
2952,291550,Free to Play;Multiplayer;Fighting
2953,291610,Indie;Platformer
2954,291630,Adventure;Hidden Object;Point & Click
2955,291640,Adventure;Hidden Object;Casual
2956,291650,RPG;Fantasy;Isometric
2957,291690,Adventure;Indie;Story Rich
2958,291710,Adventure;Indie;Horror
2959,291770,Adventure;Indie;Psychological Horror
2960,291860,Strategy;Funny;Turn-Based Combat
2961,291910,Simulation;Action;First-Person
2962,291930,Simulation;Strategy;Management
2963,291960,RPG;Dungeon Crawler;Adventure
2964,292030,Open World;RPG;Story Rich
2965,292060,Documentary;Action;FPS
2966,292090,Casual;Puzzle
2967,292120,JRPG;Linear;RPG
2968,292140,JRPG;RPG;Fantasy
2969,292160,Strategy;Tactical;Aliens
2970,292200,Casual;Indie;Strategy
2971,292230,Design & Illustration;Utilities;RPGMaker
2972,292240,Adventure;Casual;Point & Click
2973,292260,Adventure;Casual;Point & Click
2974,292280,Adventure;Casual;Family Friendly
2975,292300,Adventure;Casual;Family Friendly
2976,292330,Simulation;Strategy;Management
2977,292370,RPGMaker;RPG;Indie
2978,292380,Casual;Racing;Puzzle
2979,292390,Action;Horror;FMV
2980,292400,Adventure;Indie;RPG
2981,292410,Racing;Open World;Driving
2982,292420,Simulation;Action;Tanks
2983,292480,Anime;Action;Indie
2984,292500,Indie;Platformer;Pixel Graphics
2985,292570,Indie;Action;Local Co-Op
2986,292600,Indie;Action;Minimalist
2987,292620,Indie;Puzzle;Casual
2988,292630,Indie;Casual;Psychological Horror
2989,292660,Adventure;Hidden Object;Puzzle
2990,292670,Adventure;Hidden Object;Point & Click
2991,292730,Action;FPS;Multiplayer
2992,292760,Strategy;Historical;Wargame
2993,292780,Adventure;Casual;Point & Click
2994,292800,Adventure;Casual;Point & Click
2995,292820,Adventure;Casual;Point & Click
2996,292840,Casual;Family Friendly;Puzzle
2997,292860,Casual;Family Friendly;Adventure
2998,292880,Adventure;Hidden Object;Point & Click
2999,292910,Adventure;Point & Click;Comedy
3000,292930,Adventure;Point & Click;Mystery
3001,292990,Strategy;Historical
3002,293160,RPG;Strategy;Indie
3003,293180,Horror;Indie;Adventure
3004,293200,Indie;Strategy;Tower Defense
3005,293220,Early Access;Action;Indie
3006,293240,Action;Indie;Adventure
3007,293260,Free to Play;Card Game;Board Game
3008,293320,Horror;Indie;Adventure
3009,293340,Indie;Simulation;Casual
3010,293400,Early Access;Adventure;Massively Multiplayer
3011,293420,Indie;Action;Casual
3012,293440,Action;Adventure;Indie
3013,293460,Indie;Action;RPG
3014,293480,Early Access;RPG;Adventure
3015,293520,Dinosaurs;Simulation;Hunting
3016,293540,Free to Play;Action;Robots
3017,293600,Indie;Action;Beat 'em up
3018,293660,Adventure;Indie;Puzzle
3019,293680,Visual Novel;Female Protagonist;Indie
3020,293720,Action;Indie;FPS
3021,293740,Puzzle;Indie;Rogue-like
3022,293760,Early Access;Simulation;Management
3023,293780,Pixel Graphics;Dungeon Crawler;Local Multiplayer
3024,293840,Indie;Action;Multiplayer
3025,293860,Horror;Indie;Adventure
3026,293880,RPG;Indie;Adventure
3027,293900,Indie;Action;Casual
3028,293920,Anime;Simulation;RPG
3029,293940,Indie;Strategy;Simulation
3030,293960,Strategy;Simulation;Indie
3031,293980,Adventure;Indie;Point & Click
3032,294000,Action;Indie;Multiplayer
3033,294020,Strategy;Trading;Simulation
3034,294040,Casual;RPG;Indie
3035,294060,Indie;Adventure;Action
3036,294100,Base-Building;Survival;Strategy
3037,294140,Indie;Adventure;Horror
3038,294160,Free to Play;Strategy;Indie
3039,294190,Indie;Adventure
3040,294230,Casual;Indie;Action
3041,294280,Action;Adventure;Casual
3042,294370,RPG;Strategy;Indie
3043,294390,Adventure;Hidden Object;Point & Click
3044,294440,Adventure;Point & Click;Remake
3045,294460,Indie;Action;Adventure
3046,294530,Adventure;Casual;Family Friendly
3047,294540,Adventure;Casual;Point & Click
3048,294550,Adventure;Casual;Point & Click
3049,294570,Adventure;Casual;Family Friendly
3050,294580,Casual;Adventure;Family Friendly
3051,294590,Action;Strategy;Female Protagonist
3052,294650,Adventure;Casual;Point & Click
3053,294660,Family Friendly;Adventure;Casual
3054,294670,Adventure;Casual;Masterpiece
3055,294680,Adventure;Casual;Point & Click
3056,294690,Adventure;Casual;Point & Click
3057,294700,Family Friendly;Point & Click;Casual
3058,294710,Casual;Adventure;Family Friendly
3059,294720,Casual;Family Friendly;Point & Click
3060,294730,Simulation;Strategy;Casual
3061,294750,Tower Defense;Strategy;Indie
3062,294770,Strategy;Space;Action
3063,294790,Strategy;Indie;Action
3064,294810,Fighting;Anime;2D Fighter
3065,294830,Simulation;Strategy;Masterpiece
3066,294860,Anime;Strategy;Turn-Based
3067,295250,Indie;Adventure;Point & Click
3068,295490,Action;Adventure;Platformer
3069,295550,Free to Play;Massively Multiplayer;RPG
3070,295590,Strategy;Indie;Rogue-like
3071,295610,Adventure;Indie;Action
3072,295630,Tower Defense;Strategy;Indie
3073,295650,Action;Indie;Adventure
3074,295670,Action;Indie;Sci-fi
3075,295690,Indie;Action;Adventure
3076,295710,Free to Play;Racing;Massively Multiplayer
3077,295730,Action;Indie;Bullet Hell
3078,295750,Indie;Platformer;Puzzle
3079,295770,Rogue-like;FPS;Action
3080,295790,Indie;Platformer;Local Co-Op
3081,295850,RPG;Visual Novel;Adventure
3082,295870,RPG;Indie;Action
3083,295910,Adventure;Action;Platformer
3084,295930,Indie;Racing;Casual
3085,295950,Action;RPG;Fighting
3086,295990,Strategy;Indie;Simulation
3087,296010,Action;Indie;RPG
3088,296030,Indie;Action;Adventure
3089,296050,RPG;Indie;Turn-Based
3090,296070,Adventure;Puzzle;Indie
3091,296150,Sports;Simulation;Action
3092,296180,Action;Adventure;Indie
3093,296210,Strategy;Simulation;Tactical
3094,296220,Casual;Agriculture;Strategy
3095,296240,Casual;Strategy;Adventure
3096,296280,Indie;Simulation;Strategy
3097,296300,FPS;Shooter;Action
3098,296470,Comedy;Funny;Sports
3099,296490,Tower Defense;Strategy;Indie
3100,296510,Action;Adventure;Indie
3101,296530,RPG;Dungeon Crawler;First-Person
3102,296550,Adventure;Indie;Puzzle
3103,296570,RPG;Turn-Based;Indie
3104,296590,Strategy;Indie;Card Game
3105,296630,Adventure;Horror;Indie
3106,296650,Indie;Casual;Action
3107,296710,Horror;Survival Horror;Indie
3108,296730,Action;Indie;Adventure
3109,296770,Sports;Fighting;Simulation
3110,296790,Early Access;Racing;Casual
3111,296830,Horror;Gore;Villain Protagonist
3112,296850,Adventure;Indie;Point & Click
3113,296870,Indie;Platformer;Adventure
3114,296890,Action;FPS;Shooter
3115,296910,Indie;Platformer;Action
3116,296930,Indie;Platformer;Action
3117,296970,Adventure;Strategy;RPG
3118,297000,Strategy;Classic;Turn-Based Strategy
3119,297020,Indie;Casual;Action
3120,297060,Strategy;Indie;Action
3121,297070,Adventure;Point & Click
3122,297080,Strategy;Indie;Casual
3123,297100,Action;Simulation;Adventure
3124,297110,Casual;Indie;Music
3125,297120,Indie;Action;FPS
3126,297130,Pixel Graphics;Difficult;Adventure
3127,297210,RPG;Free to Play;Rogue-like
3128,297290,Adventure;Indie;Point & Click
3129,297310,Early Access;Wrestling;Action
3130,297330,Indie;Casual;Simulation
3131,297350,Adventure;Walking Simulator;Exploration
3132,297370,Adventure;Casual;Indie
3133,297410,Indie;Action;Adventure
3134,297450,Action;Indie;Zombies
3135,297470,Early Access;Sandbox;Survival
3136,297490,Indie;Stealth;Puzzle
3137,297570,Strategy;RTS;Fantasy
3138,297590,Adventure;Indie;Puzzle
3139,297620,Action;Adventure
3140,297720,Adventure;Indie;Walking Simulator
3141,297740,Action;Indie;Multiplayer
3142,297750,Strategy;World War II;Simulation
3143,297760,Racing;Simulation;Sports
3144,297860,Racing;Action;Destruction
3145,297920,Strategy;Simulation;Base-Building
3146,298020,Adventure;Hidden Object;Point & Click
3147,298030,Strategy;Classic;RTS
3148,298050,Strategy;Space;Turn-Based
3149,298110,Open World;Action;FPS
3150,298140,Adventure;Indie;Point & Click
3151,298160,Free to Play;RPG;Massively Multiplayer
3152,298180,RPG;Free to Play;Adventure
3153,298220,Simulation;Indie;Space
3154,298240,Shooter;Free to Play;FPS
3155,298260,Free to Play;Adventure;First-Person
3156,298280,Early Access;Action;Indie
3157,298340,Racing;Indie;Action
3158,298360,Indie;Action;Strategy
3159,298380,Adventure;Simulation;Indie
3160,298400,Action;Indie;Casual
3161,298420,Indie;Puzzle
3162,298480,Strategy;Naval;World War II
3163,298520,Action;Indie;Mechs
3164,298560,Indie;Action;Building
3165,298600,Indie;FPS;Action
3166,298610,Early Access;Survival;Multiplayer
3167,298630,Pixel Graphics;Strategy;Crafting
3168,298790,Action;Indie;Adventure
3169,298820,RPG;Indie;Female Protagonist
3170,298830,RPG;Indie;Female Protagonist
3171,298840,RPG;Indie;Adventure
3172,298850,RPG;Indie;Adventure
3173,298930,Adventure;Horror;Lovecraftian
3174,298950,Adventure;Indie;Horror
3175,299020,Casual;Hidden Object;Point & Click
3176,299030,FPS;Classic;Action
3177,299050,Action;Adventure;FPS
3178,299070,Strategy;RTS;Fantasy
3179,299090,Simulation;Indie;Female Protagonist
3180,299100,Indie
3181,299110,Adventure;Hidden Object;Point & Click
3182,299150,Adventure;Hidden Object;Point & Click
3183,299160,Adventure;Hidden Object;Casual
3184,299170,Adventure;Hidden Object;Point & Click
3185,299180,Adventure;Hidden Object;Puzzle
3186,299250,Simulation;Open World;Singleplayer
3187,299260,Strategy;Action;Indie
3188,299340,Space;Strategy;Indie
3189,299360,Free to Play;Action;Multiplayer
3190,299380,Action;Adventure;Indie
3191,299400,Adventure;Indie;VR
3192,299420,Early Access;Free to Play;Sandbox
3193,299440,Action;Indie;Strategy
3194,299460,Indie;Adventure;Platformer
3195,299480,Rogue-like;Twin Stick Shooter;Action
3196,299500,Sports;Casual;Simulation
3197,299540,Choose Your Own Adventure;RPG;Text-Based
3198,299580,Early Access;Adventure;Action
3199,299600,RPG;Indie;Rogue-like
3200,299660,Indie;Action;Casual
3201,299680,Adventure;Indie;Casual
3202,299720,Tower Defense;Indie;Strategy
3203,299740,Survival;Open World;Multiplayer
3204,299780,Indie;Adventure;RPG
3205,299800,Action;Indie;Puzzle-Platformer
3206,299820,Adventure;Indie;Casual
3207,299840,Action;Indie;FPS
3208,299910,Free to Play;Strategy;Indie
3209,299950,Action;Mystery;Psychological Horror
3210,300040,Free to Play;MMORPG;Action
3211,300060,Adventure;Space;Indie
3212,300080,Strategy;Free to Play;Medieval
3213,300160,Strategy;Casual;Simulation
3214,300220,RPGMaker;RPG;Adventure
3215,300260,Indie;Adventure;Action
3216,300280,Adventure;Indie;Point & Click
3217,300300,Casual;Indie;Puzzle
3218,300320,Strategy;World War II
3219,300340,Parkour;First-Person;Adventure
3220,300360,Casual;Adventure;Point & Click
3221,300380,Racing;Action;Multiplayer
3222,300400,Racing;Fast-Paced;Arcade
3223,300510,Casual;Hidden Object;Point & Click
3224,300540,RPG;Adventure;Indie
3225,300550,RPG;Cyberpunk;Turn-Based
3226,300570,Puzzle;Indie;Building
3227,300580,Action;Indie;Space
3228,300610,Simulation;Sports;Casual
3229,300620,Adventure;Indie;Casual
3230,300630,Strategy;Indie;Simulation
3231,300760,Early Access;Action;Strategy
3232,300820,Family Friendly;Action;Adventure
3233,300840,Action;Casual;Adventure
3234,300900,Indie;Walking Simulator
3235,300910,Action
3236,301050,Adventure;Indie;Puzzle
3237,301120,Hockey;Sports;Simulation
3238,301150,Casual;Match 3;Indie
3239,301190,Indie;Casual;Music
3240,301200,Indie;Casual;Music
3241,301220,RPG;Action;Indie
3242,301250,Sports;Casual
3243,301260,Casual;Strategy;Simulation
3244,301300,Indie;Action;Casual
3245,301320,Simulation;Realistic;VR
3246,301360,Action;Indie;Platformer
3247,301380,Visual Novel;Anime;Indie
3248,301420,Indie;Action;Adventure
3249,301460,Indie;Platformer;Action
3250,301500,Simulation;Indie;Flight
3251,301520,Free to Play;Robots;Building
3252,301540,Indie;Action;Casual
3253,301610,Design & Illustration;Photo Editing;Software
3254,301640,Zombies;Action;Co-op
3255,301650,Strategy;Action;First-Person
3256,301670,Adventure;Point & Click
3257,301680,Action;Indie;Shoot 'Em Up
3258,301690,Casual;Match 3;Puzzle
3259,301700,Casual;Puzzle
3260,301750,Indie;Action;Casual
3261,301760,Action;Adventure;Racing
3262,301830,Family Friendly;Adventure;Action
3263,301840,Action;Indie;First-Person
3264,301860,Exploration;Female Protagonist;Adventure
3265,301910,Action;Open World;Comedy
3266,301920,Strategy;Indie;Anime
3267,301930,Strategy;Indie;Adventure
3268,301970,Action;Split Screen;Indie
3269,301980,Adventure;Action;Pirates
3270,301990,Casual;Action;Time Management
3271,302010,Indie;Action;Shoot 'Em Up
3272,302060,Simulation;Indie;Driving
3273,302080,Simulation;Indie;Driving
3274,302110,Adventure;Hidden Object;Point & Click
3275,302160,Adventure;Point & Click;Female Protagonist
3276,302170,Adventure;Casual;Point & Click
3277,302180,Adventure;Casual;Point & Click
3278,302190,Adventure;Casual;Point & Click
3279,302210,Adventure;Survival Horror;Horror
3280,302240,Action;FPS;Shooter
3281,302250,Action;FPS;Shooter
3282,302260,Casual;Action;Indie
3283,302290,Simulation;Visual Novel;Indie
3284,302310,Casual;RPG;Indie
3285,302320,Strategy;Simulation;World War II
3286,302330,Adventure;Action;Detective
3287,302340,Adventure;Point & Click;Detective
3288,302350,Adventure;FMV;Noir
3289,302360,Adventure;FMV;Detective
3290,302370,Adventure;FMV;Detective
3291,302380,Free to Play;Casual;Indie
3292,302390,Adventure;Casual;Lovecraftian
3293,302440,Simulation
3294,302460,Casual;Zombies
3295,302470,RPG;Strategy;Cult Classic
3296,302490,Casual;Adventure;Strategy
3297,302510,Quick-Time Events;Rome;Action
3298,302570,Indie;Simulation;RPG
3299,302590,Early Access;Action;Multiplayer
3300,302610,Indie;Action;Runner
3301,302650,Indie;Casual;Puzzle
3302,302670,Strategy;Military;Multiplayer
3303,302690,Adventure;Indie;Gore
3304,302710,Racing;Indie;Action
3305,302730,Adventure;Casual;Point & Click
3306,302750,Casual;Strategy;Indie
3307,302790,Action;Indie;Platformer
3308,302810,Early Access;Action;Adventure
3309,302830,Early Access;Free to Play;Shooter
3310,302870,Indie;Action;Adventure
3311,302910,Horror;Indie;Action
3312,302950,Visual Novel;Adventure;Indie
3313,302970,Strategy;Indie;Tower Defense
3314,303210,Story Rich;Walking Simulator;Indie
3315,303260,Action;Indie;Adventure
3316,303290,Otome;Visual Novel;Female Protagonist
3317,303310,Visual Novel;Great Soundtrack;Story Rich
3318,303340,Indie;Action;Platformer
3319,303390,Indie;Action;Casual
3320,303430,FMV;Indie;Driving
3321,303470,Strategy;Tower Defense;Action
